id,group,gate,source,source_line,source_text,requirement,classification,claim_label,gate_disposition,authority_homes,source_homes,test_homes,evidence_homes,acceptance_evidence,dependency,mapping_limit,plan_classification,closure_evidence,also_required_by
GC-VERDICT-04,GC-VERDICT,C,docs/LCA-GATE-C-SCENARIO.md,125,- restart/recovery preserves strategically durable consequences;,restart/recovery preserves strategically durable consequences;,evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-VERDICT-05,GC-VERDICT,C,docs/LCA-GATE-C-SCENARIO.md,126,"- no forbidden fill, undeclared operator script, new verb, Genesis mutation, or hidden-information leak is required.","no forbidden fill, undeclared operator script, new verb, Genesis mutation, or hidden-information leak is required.",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
GC-VERDICT-06,GC-VERDICT,C,docs/LCA-GATE-C-SCENARIO.md,128,"A Gate C pass does not by itself pass Gate D, E, or F and does not authorize production cutover.","A Gate C pass does not by itself pass Gate D, E, or F and does not authorize production cutover.",evidence_gap,OBSERVED,BLOCKED,"[""scenario""]",[],[],[],NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"Accepted Gate B, P4 coupled run and candidate-bound receipts.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,,,
G01,PLAN-G,,docs/evidence/SPECS-RUNTIME-GAP-CLOSURE-2026-09-07.md,65,"| G01 | Current guidance mixes historical proof pins, repository alignment, live build, and old client references | Documentation/provenance reconciliation | Dated source/deploy/client matrix with each authority and unresolved evidence distinguished. |","Current guidance mixes historical proof pins, repository alignment, live build, and old client references",evidence_gap,OBSERVED,NO_PROMOTION,"[""identity"", ""acceptance""]",[],[],"[""plan"", ""client""]",NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,This P0 packet plus review of unresolved alignment/current candidate proof.,Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,Documentation/provenance reconciliation,Dated source/deploy/client matrix with each authority and unresolved evidence distinguished.,
G02,PLAN-G,,docs/evidence/SPECS-RUNTIME-GAP-CLOSURE-2026-09-07.md,66,| G02 | Specs CI does not run validators; runtime PR CI does not run Worker/Python suites | Confirmed verification defect (Specs #324; runtime issue to draft after approval) | Real PR CI executes declared checks; invalid temporary fixtures cause nonzero failure. Worker checks in dispatch-only deployment are not PR regression coverage. |,Specs CI does not run validators; runtime PR CI does not run Worker/Python suites,runtime_gap,OBSERVED,NO_PROMOTION,"[""identity"", ""acceptance""]",[],[],"[""plan""]",NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,P1 verification owner and labeled defects. CI/validators outside this owner scope.,Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,Confirmed verification defect (Specs #324; runtime issue to draft after approval),Real PR CI executes declared checks; invalid temporary fixtures cause nonzero failure. Worker checks in dispatch-only deployment are not PR regression coverage.,
G03,PLAN-G,,docs/evidence/SPECS-RUNTIME-GAP-CLOSURE-2026-09-07.md,67,| G03 | Population health counter is not a reliable independent-Agent census | Observability/contract ambiguity | Reviewed definition and tests; acceptance uses participant-bound evidence rather than inferred population. |,Population health counter is not a reliable independent-Agent census,ambiguous,OBSERVED,NO_PROMOTION,"[""identity"", ""acceptance""]","[""counter-source""]","[""counter-test""]","[""plan""]",NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,Reviewed metric definition and tests before changing existing consumers.,Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,Observability/contract ambiguity,Reviewed definition and tests; acceptance uses participant-bound evidence rather than inferred population.,
G04,PLAN-G,,docs/evidence/SPECS-RUNTIME-GAP-CLOSURE-2026-09-07.md,68,"| G04 | Latest Gate B enrollment/provenance hardening exists after the recorded deployed source | Source-to-deployment delta | Requirement-by-requirement decision: existing live path sufficient, candidate deployment needed, or missing evidence. |",Latest Gate B enrollment/provenance hardening exists after the recorded deployed source,deployment_gap,OBSERVED,NO_PROMOTION,"[""acceptance"", ""scenario"", ""identity""]","[""enroll-source""]","[""enroll-test""]","[""plan""]",NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,P2 requirement-level source-to-live review and explicit deploy decision only if needed.,Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,Source-to-deployment delta,"Requirement-by-requirement decision: existing live path sufficient, candidate deployment needed, or missing evidence.",
G05,PLAN-G,,docs/evidence/SPECS-RUNTIME-GAP-CLOSURE-2026-09-07.md,69,"| G05 | Client pin advanced, but current Worker enrollment/action/reconnect acceptance remains unproven | Client/server integration evidence | Exact released artifact + supported enrollment + observe/action/refusal/resync/reconnect receipts. |","Client pin advanced, but current Worker enrollment/action/reconnect acceptance remains unproven",evidence_gap,OBSERVED,NO_PROMOTION,"[""acceptance"", ""scenario"", ""identity""]",[],[],"[""plan"", ""client""]",NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,P2 exact released artifact and authorized C7 integration receipts.,Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,Client/server integration evidence,Exact released artifact + supported enrollment + observe/action/refusal/resync/reconnect receipts.,
G06,PLAN-G,,docs/evidence/SPECS-RUNTIME-GAP-CLOSURE-2026-09-07.md,70,"| G06 | Distinct IDs or opaque enrollment receipts do not establish autonomous decision independence | Evidence sufficiency | Separate contexts/state/history/credentials and no shared gameplay planner, verified without collecting private cognition. |",Distinct IDs or opaque enrollment receipts do not establish autonomous decision independence,evidence_gap,OBSERVED,NO_PROMOTION,"[""acceptance"", ""scenario"", ""identity""]","[""enroll-source""]","[""enroll-test""]","[""plan""]",NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"P3 reviewer verifies separate decision contexts, not merely IDs or subprocesses.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,Evidence sufficiency,"Separate contexts/state/history/credentials and no shared gameplay planner, verified without collecting private cognition.",
G07,PLAN-G,,docs/evidence/SPECS-RUNTIME-GAP-CLOSURE-2026-09-07.md,71,| G07 | Gate B has no accepted external-population packet | Owner-blocked acceptance | Supported human approvals and three independent external Controllers satisfy all five Gate B requirements. |,Gate B has no accepted external-population packet,evidence_gap,OBSERVED,NO_PROMOTION,"[""acceptance"", ""scenario"", ""identity""]","[""enroll-source""]","[""enroll-test""]","[""plan""]",NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,P0–P2 prerequisites plus explicit P3 human enrollment/run authorization.,Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,Owner-blocked acceptance,Supported human approvals and three independent external Controllers satisfy all five Gate B requirements.,
G08,PLAN-G,,docs/evidence/SPECS-RUNTIME-GAP-CLOSURE-2026-09-07.md,72,"| G08 | Existing systems have not passed the required civilization scenario | Gate C integration acceptance | All eight coupled paths, two viable strategies, consequential institution, and restart preservation. |",Existing systems have not passed the required civilization scenario,evidence_gap,OBSERVED,NO_PROMOTION,"[""acceptance"", ""scenario"", ""identity""]",[],[],"[""plan""]",NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,Accepted Gate B then complete P4 eight-path/strategy/institution/restart packet.,Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,Gate C integration acceptance,"All eight coupled paths, two viable strategies, consequential institution, and restart preservation.",
G09,PLAN-G,,docs/evidence/SPECS-RUNTIME-GAP-CLOSURE-2026-09-07.md,73,| G09 | WATCH under natural multi-agent pressure and endurance are unproven | Gates D/E evidence | Public-only blind review; four-hour then 24-hour run with recovery and incident receipts. |,WATCH under natural multi-agent pressure and endurance are unproven,evidence_gap,OBSERVED,NO_PROMOTION,"[""acceptance"", ""scenario"", ""identity""]",[],[],"[""plan""]",NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,P4 then P5 blind review and approved endurance/recovery.,Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,Gates D/E evidence,Public-only blind review; four-hour then 24-hour run with recovery and incident receipts.,
G10,PLAN-G,,docs/evidence/SPECS-RUNTIME-GAP-CLOSURE-2026-09-07.md,74,| G10 | Successor decision and later hosted research reopening remain downstream | Governance/deferred | Gate F decision packet; separately authorized deployment/research decisions. |,Successor decision and later hosted research reopening remain downstream,deferred,OBSERVED,NO_PROMOTION,"[""acceptance"", ""scenario"", ""identity""]",[],[],"[""plan""]",NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,P6 after A–E; hosted research reopening remains separately governed.,Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,Governance/deferred,Gate F decision packet; separately authorized deployment/research decisions.,
G11,PLAN-G,,docs/evidence/SPECS-RUNTIME-GAP-CLOSURE-2026-09-07.md,75,"| G11 | WATCH fallback can select private fidelity, including when public fidelity is legitimately zero; controller count comes from the first reconstruction | Source-level projection/privacy defect candidate; no live private disclosure exercised | Isolated negative/zero-value tests fail on current code; public-only projection passes without scope expansion. |","WATCH fallback can select private fidelity, including when public fidelity is legitimately zero; controller count comes from the first reconstruction",ambiguous,OBSERVED,NO_PROMOTION,"[""acceptance"", ""scenario"", ""identity""]","[""watch-source""]","[""watch-test""]","[""plan""]",NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,"P2.1 reproduce negative/zero-value cases at the actual boundary, review selection semantics.",Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,Source-level projection/privacy defect candidate; no live private disclosure exercised,Isolated negative/zero-value tests fail on current code; public-only projection passes without scope expansion.,
G12,PLAN-G,,docs/evidence/SPECS-RUNTIME-GAP-CLOSURE-2026-09-07.md,76,| G12 | Worker and cohort binding digests serialize Controller IDs differently | Source-level integration mismatch; full end-to-end failure not yet exercised | A reviewed compatible binding contract passes Worker response → client persistence → cohort preflight. |,Worker and cohort binding digests serialize Controller IDs differently,ambiguous,OBSERVED,NO_PROMOTION,"[""acceptance"", ""scenario"", ""identity""]","[""enroll-source""]","[""enroll-test""]","[""plan""]",NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,P2.2 review adapter/serialization contract and reproduce actual response-to-client-to-cohort path.,Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,Source-level integration mismatch; full end-to-end failure not yet exercised,A reviewed compatible binding contract passes Worker response → client persistence → cohort preflight.,
G13,PLAN-G,,docs/evidence/SPECS-RUNTIME-GAP-CLOSURE-2026-09-07.md,77,"| G13 | Some rendering tests assert true on empty fixtures; direct-module golden path bypasses parts of HTTP/DO routing | Confirmed coverage limitations, not blanket runtime failure | Observable rendering assertions and an actual supported transport/identity/projection boundary test. |",Some rendering tests assert true on empty fixtures; direct-module golden path bypasses parts of HTTP/DO routing,evidence_gap,OBSERVED,NO_PROMOTION,"[""acceptance"", ""scenario"", ""identity""]","[""watch-source""]","[""watch-test""]","[""plan""]",NOT_ESTABLISHED_FOR_CURRENT_CANDIDATE,P2.3 real transport/identity/projection and nonempty rendering tests.,Named homes are inspected supporting locations only. Empty lists mean no suitable home verified in this bounded review. Test existence is not execution or acceptance.,"Confirmed coverage limitations, not blanket runtime failure",Observable rendering assertions and an actual supported transport/identity/projection boundary test.,
